content,is_english
Although pretty good and cheap but there are lots of bugs in the app. like restaurants sometimes just disappear? not one but all of them. it just pisses me off. would give 4 stars if that problem was solved,True
The worst experience each time I order food through this platform. Every time they take more than an hour. Never order through them if you really need your food in time. 0% recommended .,True
"I order in Foodi only when Pathao Food or FoodPanda is not taking orders or the desired restaurant is unavailable to my priority apps. But whenever I place an order I always face issues with their app. Once I faced an issue when I selected an item but because of this buggy app, it did not place during checkout. Another time I selected an item of two pieces but this bloody buggy app selected the item three times. And it takes forever to deliver my food.",True
"Just horrible, just do yourself a favor and order from food panda, their customer service is so much better.",True
too slow,True
This app has many problems. There is no profile option. I can't change phone number and have to open new account. This app should be developed,True
worst app ever i used,True
bad experience.,True
Service is not up to the mark.,True
"worst app ever, very bad service,The food never arrives as expected, it comes very late.",True
"I block is ther , K block is there but you don't deliver in L block of the same area bashundhara R/A. I don't know what's the reason.",True
the worst app I have seen ever they don't even pay back if something is missing in the order don't use this app most recommender,True
the app is good but their service is terrible. sometimes they even take more than 2 hours to deliver the food. so what's the point of taking the order if you are not able to deliver the food on time!!,True
the app has a lot of bug... the order details vanish suddenly and then after few minutes the order appears again..... this is really unfortunate... can I had to pay two times for the order as I order second time when the first order vanishes....,True
"Very poor service. Delivery time is huge and always misses the first schedule time. And too many nonsense charges, per product different container charge for some poor packaging. Container charge should be for per order like 10 Tk not more than that.",True
"I had high hopes from this platform. But I have to give two stars. The app is buggy, they turned off the review system, how would I order if I can't see the review section. And then they are increasing delivery fee time to time, along with additional costs as well. Expected it to be different and better than Foodpanda. But got disappointed",True
Why not deliver in my area Ranabhola... what is the problem.... the roads are fine right now.... can you available delivery in my area now ?!!!,True
we ordered a birthday cake from foodie for my friend. They literally damaged it upon delivery and then made us wait for 2 hours... and during this time all they did was saying sorry... also they made the delivery man call us constantly and the delivery man told us that he will bkash us 200 taka as if we were begging for money....where we already have paid the total 1019 taka in advance. And the irony is it took them 2 freaking hours to decide that they will give us redelivery...,True
they don't support delivery to Aftabnagar K block,True
never thought I'd have to do this from five stars to two stars because the app is very unpredictable now in a moment it's normal and the next few days it doesn't show any restaurants near me except a few even after installing and uninstalling multiple times fix this issue,True
Worse as hell!,True
"holy....it is bad. ordered a few times. most of the time food came late. ordered today, delivery man came 1.30hrs late and with order of someone else. now he went back to get my order again. foodis unprofessional management makes these delivery man suffer more. foodi management is bad. uninstalling today. get fixed.",True
"3rd class app totally. order was placed at 1 pm, supposed to be delivered at 1.30, 2.30 pm still rider didnt pick up the order. tried to contact with the customer service multiple times, no solution. they dont have any proper maintenance. worst service. never ever going to ordee from this app again.",True
"trashy app, there was voucher on card payment. but payment wasn't processing. after I informed the chat support they just said there's no problem from their side. not even sorry for wasting my time. Then said I should just reinstall app, I did and still not working. My card is fully functional and made transactions moments after it on foodpanda. At least when I complain on foodpanda they compensate with vouchers. previously also complained about order issue, they don't compensate",True
"Stuck at the resturants page, cant order anything. this is a Major bug and makes the app unsuable and useless.",True
Bad app. Can't navigate restaurant easily.,True
App is not working. I can enter the restaurant page but add anything in the cart. Plz fix.,True
The worst app its freeze the screen .,True
"Whenever I enter into any restaurant, the screen is stuck. no scroll or sliding happens.",True
Worst app. Can't even add an item to the cart. This should be the bare minimum working feature. Ironically the primary feature is non-functional. Absolute disappointment!,True
the worst app I have ever used. didnt deliver my food and no refund either. deleting this app was the best decision I ever made.,True
Worst experience and its 2 times. bye bye to Foodi forever,True
"For some days I am not able to place order in this app. Profile screen works, even I can enter the menu of a restaurant but after that either the app freezes or the menu doesn't work at all.",True
There was a bad smell in one of the orders. The food had already started to rot. I complained right away and even sent pictures when they asked. Today they called me and said they spoke with the restaurant...according to the restaurant the food was fine. That’s why they can’t give me a refund. Instead they said they’ll give me a “sorry voucher” for the bad experience. why would any restaurant ever admit that their food was spoiled? What kind of customer service is this?,True
the app is not even working on my phone. I can't see the food menu. I cannot even order it too. please fix it.,True
"They turned off the review section, so what's the use of reviewing? They told me reviews are big so they couldn't fit in the app. What a joke! Tracking order doesn't work at all. The help center is useless and takes 15-20 mins to reply. After 2-3 hours they'll call n say that if u still have food we'll replace it. If any item isn't available, there's no revised bill. Subscription shows pickup order option and discounts but there's hardly any pickup restaurant option or discounts.",True
Poor service😐,True
"Worst user interface and user experience, too slow app. also the delivery service is bad.",True
Makes mistake in total bill count. Everytime it's add extra charges on total bill without any valid point mention in the description. Please correct this type of mistakes.,True
"worst app ever! Offers discount on food but delievers food that match the discounted price, not the food u ordered! such a fraud",True
not very good. because there is no discount and vouchers are available in this app. foodpanda is very good and save our money,True
Foodi is dead. Average waiting time is 50 minutes to 1 hour. Can you imagine? It's like you have to guess when you will be hungry and then order food in 2 days advance. Then MAYBE you will get your food on time.,True
very bad,True
There customer service is not so good. I got my order wrong. I asked solutions. It took them literally 2 hrs to do the right thing. First you wait for your order for too long & then wait another 2 hour for their mistake. I used this app for several time but each time it disappoints me. Nice keep up this bad service!!,True
Very disappointing! Delivery takes way too long. Totally dissatisfied with the service,True
The app does not work in Android 15.,True
worst service. I tried more then 20 time but I didn’t received any OTP for my number verification.,True
Worst service ever,True
"one of the worst food delivery app in Bangladesh... worse customer service, worse behavior, worse customer solution... the agent even doesn't know his/her company policy.",True
I ordered food they take 1 hour it's not a big deal but they gave me the wrong order. Then I complained about it They took more hours to solve it. Their rider told me to compromise.,True
disgusting service,True
"App is not working. Can't order. Why not take a good developer or use AI? I hungry I want to bacon houses from burger express. Also paying pro is not a good idea, cuz as soon as you use an offer the benefits of paying pro fades away.",True
"This is the worst food delivery app I have used in my life. It once delivered my food at 12:30 in the night after I had placed the order at 9:45ish. And every complaint, I have regarding any issues , it seems they have zero solutions towards it and zero zeal to improve them further. Perhaps the worst food delivery app I have used in the country so far. I generally don't write reviews but they have forced me to. And If there was a way to give a 0 star, they would probably deserve that.",True
The app is good. But the food rescue is a scam. I responded in less than 10 seconds but it shows the offer is not available. They don't give any offers or promo,True
Very bad experience. i Can't find any thing special.,True
Suddenly puts a location previously WITHIN their delivery zone to 'OUT of delivery' zone. Really disappointing. N.B. its not even any remote location.,True
"Worst app ever, Even the login page has so many issues. Not recommend at all",True
4 days ago I ordered some food like 2 pieces of chicken rice platter and some cheese nuggets from rice and spice total cost around 413 tk so first of all it took them 1 hr and 30 mins to give me my food 2nd the size was like 20 tk peice size but I payed 150 for that nugget didn't have a single cheese I payed 120 for that when I complained they said they would look into that matter and fix it I showed them pics also they said they would call medidn't fix anything and didn't givemeanything,True
there are no option to review after 1 hours? why its must 24 hours need to option opened.,True
"everything is fine. everything works. but logging in is always such a problem. like i press in ""forgot password"" and then I have to wait for the code and I don't even know where it comes from. that's a small problem, but that's causing so much. i think it's a good idea to include where the code is coming from, it's efficient. please take this as a sign to improve and not just let this problem be. thank you. either way, this app has helped me a lot. getting food deliveries were never this easy.",True
useless application not working in whole islamabad,True
terrible delivery time.. it takes more than 1.25 hour to deliver food.. very much unsatisfied with their delivery service..,True
"one time I ordered from foodie and they cancelled it and after that I ordered the same food from foodpanda, after a while from the app ""foodi"" delivery man calls me to tell him my address and I tell him that YOU guys cancelled the order and now I've already ordered from foodpanda and I can't take the order anymore (from foodi). They agree to it and now FOODI are not letting me pay on cash on delivery . so yea that sums it up . its their fault and I lose the access to pay cash on delivery 😑",True
one time i ordered food and the delivery guy said he was on my address but he wasn't I was waiting for 20 mins straight then he cancelled tye order at last now I can't pay on cod do smth abt it,True
The worst app I used ever. Didn't get my food on time. They were late almost 2 hours. I ordered for the first time And get so disappointed. I'll never recommend anyone to use this app ever. And also the management isn't good enough.Also when I want to open the account they gave instructions to use capital letter small letter and so on. I followed all the instructions though the account isn't opened. After so many attempts then I can open my account.,True
Delivery Time is to poor.,True
"400 tk order was placed itself,. i had to pay the full price... even though i didn’t even place the order,,,, this app worked itself,,,, worst money sicking experience",True
worst,True
"Worst experience with this app and their customer care executives. They failed to deliver the food within the promised time, and instead of resolving the issue, their response led to further customer harassment. The order was cancelled due to their own fault, yet they unfairly penalized the customer by disabling the Cash on Delivery (COD) option. Extremely disappointing and unacceptable service.",True
Not good. Brac bank credit card doesn't work. I thought there's something wrong with my card. But immediately worked on another platform. You guys need to get your house in order.,True
There service is getting worsen everyday after ordering they will take literary 1-2 hours then they will cancel it saying the food is unavailable,True
Terrible experience. Never pay in advance here. Horrible app with trash service.,True
Service is very poor. Had to wait more than an hour to get served . Maybe they have appointed fewer people than needed. The vouchers don't work. Not up to the mark.,True
Useless food delivery app ever. Took 2h to cancellation order. like they own the time. stop your business if you cant serve properly.,True
"You should monitor how long it takes to make the recipe and deliver it to the consumers. on this app, i at least have to wait 2 and a half hour for my food to arrive. is that what a customer want? please don't use this app if you hope to receive your order within an hour or so. they don't care about the customers.",True
"i have been using it for 6 7 months now and its my honest review,the app was fine but it deducted my money 3 4 times when i did online payments and got no food and didn't even get a refund..i called them but there was no help from their side.. very very poor customer service secondly i ordered 3 days back and 1 item was missing,they didn't even take responsibility. deleting this app 0 recommendations",True
"Extremely disappointing. Stay away. They deliver food long after the promised time, & it’s always cold, tasteless, and poorly packed. The customer service is beyond useless—they can’t communicate properly and offer no solution at all. The app and website are a joke—slow, buggy, and missing essential features. Ordering through Foodi feels like a gamble every time. Honestly, Foodpanda is a thousand times better—this company can’t even come close. Foodi is a poorly run, unprofessional, & unreliable",True
I can't even order anything because there is no place to put in a billing address when paying with credit card. My credit card automatically declines every purchase because of this,True
literally takes 2 hour to deliver whereas the distance of restaurant isn't even 30 min away . rider doesn't respond keeps on hanging. Apps glitches too much,True
Delivery riders are taking too long. They collect multiple food items in one order but deliver them very late—sometimes after 1 to 1.5 hours. This causes the food to arrive cold and affects the overall experience. Please improve the delivery process. location: LAL,True
"""Worst delivery service ever!"" The delivery system is absolutely terrible. It regularly takes 1 to 2 hours just to get my food, even when the restaurant is nearby.",True
Worst food delivery apps. It takes too much time to place an order.,True
Coupons doesn't work at all,True
their service too poor. I think they are fraud because in real & in app prices are not match 😑😑😑,True
very worse service,True
the customer support is very slow to respond and I ordered a food which the restaurant delivered spoiled food so I complained it was around 6 pm they contacted me and the delivery guy arrived to pick the food at 8.30 pm and the restaurant sent new food at 11 pm and cold the delivery guy seemed exhausted he said he was waiting at the restaurant this long the customer support is worst they could have just returned my money back or could have pressure the restaurant to deliver fast or any voucher,True
"extremely bad service, took 2+ hours in almost every order",True
the service is quite bad and it takes too much time to deliver you food and i've many problems with them and tried to resolve this issues by their support team but they ar useless..rather use foopanda,True
"I don't recommend foodie. I can't modify my phone number in it. Also, when I ordered for the second time, I couldn't find the cash on delivery options. They were requesting online payment, which is not possible for me...",True
They never deliver on time.,True
delivery time is super inconsistent. It keeps raising.,True
"Don't understand why Foodi isn't delivering in my area anymore, it's been like this for the last month. If you're gonna throw excuses, I'm not interested cause I'm pretty sure it'll be laughable, you guys suck at your service anyways.",True
worst app and physical services. i have ordered some food from a restaurant 2.5 km away and am waiting for 1 hour 40 minutes! No response yet!,True
Why aren't the shops open at night? Why bro don't you want to eat at night?. people get hungrier at night. 😖😤💔,True
Any shop are not here in my are 😭😭. I nan not take any order,True
"Worst Service you could never imagine, called the helpline 3 times, once picked no solution, reported late issues no solution, Rider has assigned multiple order it's more than 2 hours I still didn't get the food. Please avoid this app.",True
Not Satisfied,True
takes long time in delivery,True
I was really satisfied with this app but recently it's not showing me any restaurants in my area !!please try to solve this,True
"Superfoodi subscription is useless. The only benefit is free delivery for the order above 350 BDT. Unlike Foodpanda, they don't give any special vouchers to Superfoodi subscribers. Also the ordering process is not intuitive. The UI needs improvement. They don't seem to listen to customer feedback.",True
worst app ever...took 2 hours for an order from a restaurant 30 min away from my home,True
It takes 2 hours of more to get food delivered. Poor delivery service. Worse customer service. I have received apology voucher of a minimum amount from them once or twice but they too are unusable as they have put terms and conditions on that APOLOGY VOUCHER. VERY CHEAP MINDSET.,True
It takes half a dacade to deliver food and still they say only 5 mins needed. I've never got food on time.,True
why can't I rate my order after only 1hr ? And why does delivery take almost 2hrs?,True
worst customer support ever. they try to blame it on you. if you ask for help with something they'll just say it's not their issue and it's the restaurant's fault. they will replace your order if you have it sitting at your table for 3 hours. their policies suck.,True
Trash service,True
worst app ever you can't report about any issues and also they give so much late delivery and they even don't give you any answer if you also report,True
foul app. I faced inconveniences and found bugs in my food not only did they refuse to refund me but also kept me waiting for hours. customer service sucks. Foodpanda is way better. utterly disappointing,True
"Very bad experience, I ordered food at 7 pm, and was waiting for the order, and after 1 hour I called the delivery man and he said he won't be delivering the order.",True
"This app has failed miserably in many aspects. But I'd like to highlight their customer service team. Bravo! After the waiting time of 20-30 mins, they finally replied to my complaint. After that when I asked for further information,they just left the message on read 😂 Absolute circus 🤡 Shut down the app, no need to harass the customers.",True
Delay delivery of food,True
How am I supposed to give a review? You don't deliver to my address 😑😑😑,True
"Really disappointed with the app. It shows that ""There are no restaurants in your area""",True
worst food delivery app ever. The rider doesn't reach even after 1.30 hours. and the service centre doesn't even reply to your chat.,True
"Maybe the worst delivery app. Ordered food for breakfast. No response after half an hour. Rider doesn’t respond, live support doesn’t respond. Uninstalling this garbage. What would I do with breakfast if it arrives at lunch time!! NOT RECOMMENDED AT ALL. WORST EXPERIENCE!!!",True
"my biggest gripe with this app is the late deliveries, 2 days in a row it has taken more than 2 hours for me to get my food, please be better",True
"🚨 Food Rescue! 45% OFF on this rescued meal— got this fake notification at least 50 times after installing this app today. I've clicked on a few of them, found nothing there. what's the meaning of this kind of annoying activity? you guys are offering a few exciting offers, people are installing your app. but this kind of activities irritates people, leading to uninstalling. please stop this nonsense.",True
Delivery fee too high,True
bad experience.. live chat service poor..poor mentality,True
always late delivery,True
Can't do registration. No matter what password I give by following the requirements it doesn't accept it.,True
worst of all,True
"not a good foodie super service, you should lower the super service price i mean if you want to compare foodpanda gives a year subscription for 600 where you will get 5-15% pro discount and unlimited free delivery but here you are taking 1000 TK but no offer no discounts just 10 food delivery free, and who knows what's the flower service and dine in service will open, i never saw any restaurant in there dine in section",True
very bad,True
"The rider most of the time picks multiple orders and delivers in several different places. My food in two different ocassions have taken me more than 1.5 hours. The food by then has lost its taste and seeps through the paper container. In one ocassion, after almost 2 hours the rider said that this wasn't his order initially but was just posted to him few minutes ago. Horrible strategy, dealing with food very carelessly",True
"Frustrating & Broken App! This app is a complete mess. Basic features like updating my address or applying vouchers simply don’t work. The app crashes constantly, and even when it does function, the experience is anything but seamless. What’s worse is the lack of reliability; if I can’t even trust the app to process simple changes, how can I trust it with my orders? Save yourself from the headache and look elsewhere until they fix this broken system.",True
Takes way too long to deliver foods.. My last few orders all took over an hour to arrive... I was so stupid to pay it in advancevia bKash; thus it left me unable to cancel the orders.. Never ever using this app again in my life,True
"Location tracking is worst than i taught😂 After a order delivery man always call me 2-3 times and disturbed me for not finding Location and get lost.And if the order is not good,they wants to take the order from me and give me another order,what a chip minded business😂 foodpanda is far better",True
worst app!! take too much time to deliver food.,True
it shows no restaurant in my zone! can you imagine living in gulshan and having no restaurant msg? and when i contacted them and said I've ordered before. they told me they'll fix it but thn no response. it's not a good sign guys. at least do something better on software,True
The app has way too many bugs and just does not work some times. The order always order late. Just now I ordered some food which showed it would take 18 to 24 min. but I received it after 50 min. This time is never accurate. very bad experience.,True
you are very late,True
always used to order through foodie because of their affordable pricing and delivery charge.But sadly now it has the highest delivery charge comparative to all food delivery apps and they include vat too which stopped me to use foodie anymore.They should solve this problem and make this app affordable like before,True
worst help center ever. should get banned for such behaviour,True
"Even as I am writing this review, I am still waiting for my order I placed 2 hours ago. Horrible service. I know they show a bit more discount than the other food apps but trust me, waiting 2 hours is not worth it for any discount. Update: They never delivered the food. cancelled it after 2 hours of waiting. They took no responsibility about it for days when I contacted them. They think that customers are beggars and coupon of 100 taka (not all restaurants) would make everything straight.",True
"This app is a total disaster. 🚫 Always late — food arrives cold or not at all. 🐛 Full of glitches — app crashes, order tracking doesn’t work, payment fails randomly. 🎟️ They send voucher codes as compensation, but guess what? They don’t work, even when all conditions are met. Total waste of time, money, and patience. Deleted the app and never looking back. Not recommended at all.",True
this app is a trap. Doesn't even help you a bare minimum. loots ur money. foodpanda is much better,True
I was ordering some food but it was sold out so that cancelled order but my payment not refund 😭,True
i ordered and received my food after 2 hours. this is insanity. Don't use this app at alll ughhh wasted my time and lost my appetite,True
"this app doesn’t support any password i give, no matter how strong the password is.. couldn’t sign up even after trying for so many times",True
"You guys are always late to deliver the food. If it says esteemed time 30 min than it take more than 1 hour,even when the restaurant is nearby. Other apps deliver from the same place but within in half of the time you guys take. Very bad delivery system.",True
App is good. but delivery timing is quite slow. Estimate delivery time dosn't show accuracy. It's really frustrating,True
one of the worst app,True
delivery service so poor .,True
It took 1 hour and 24 minutes to deliver the food I ordered on Foodi. Very poor service.,True
This app is good but food delivery is slow.,True
worst service ever. food panda is far better then this.,True
"jotobar location set korte Jai toto bar bole ""we're not available in your area"" why!???",True
Initially it was bit good but day by day the service degraded and now it's the worst food delivery service because of both poor service & bad offers. placed order at 10:45 at night and they informed me at 11:36 that restaurant is closed. I couldn't order at any other place too as it was too late,True
"They suddenly increased the delivery price and it is way higher than before. restaurants that used to charge 25 tk dc, now asking 55-60 taka, which is ridiculous. Who's gonna pay such a huge amount for a restaurant that is only a few minutes away!",True
I contacted support and experience was bad.,True
"Totally disgusting service. Riders can't complete orders even after delivering the food or their rider straight up lied. Didn't receive the food i ordered, and when i tried to reach through the help center, no one replied back. Kept waiting for a long time but still nothing. I guess they think whoever orders food through their platform, have nothing to do in life.",True
"Poor customer service. Bad interface, and cash grab app. Unhelpful and order cancels automatically after an hour without prior notice.",True
Poor customer support,True
"This is hands down the worst food delivery service in Bangladesh. I've used the app for a year and placed around 7-8 orders in total. Half of them arrived three hours late, and the other half were cancelled after three hours with no proper explanation. For context, I've never had these issues with other food delivery apps-even when ordering from the same restaurants at the same location. On my final order, I called customer service, and they casually told me, ""It's usual, it can happen.""",True
poor customer service.,True
bad quality plate food please don't downloaded this app mood is very bad quality,True
Worst delivery app i have ever seen i dont know what they had in their mind when they started this dumb business,True
they are not available at anywhere.,True
take too much time to deliver order and the app time always changing not showing the exact time when the food will deliver.,True
I am a new customer so I will definitely use the 'FOODI' cupon but this worst app says not available at this time like what worst app,True
very poor service,True
Terrible delivery time. They say 20-30 minutes for an hour and deliver usually within 50-60 minutes. I would much rather know how long it will actually take and wait for that amount than to think I will get my food in 20 minutes and then check the app to see how much longer is left and find out that it will take 25 more minutes,True
Always impose unnecessary Packaging Cost for every product,True
This is the worst app I have ever used. 1st of all no matter what we do password won't be okay. If I follow your sample the password not gonna be okay all time. Also your riders take to much time. Fix it.,True
my first experience with foodi was a disaster. First of all rider was late. And they delivered the wrong food,True
very bad service. wrong menu show in restaurant.,True
Worst app so far. Sometime its work perfectly but most of the time it shows no restaurants available in my location (at the same location where i ordered before).. Drunked app!,True
worst user experience,True
"Worst food delivery app. After 1.5 hours of ordering food, the rider is saying that it is reassigned to other rider.",True
"Horrible app, horrible service. full of incompetent people who can't even cancel a order properly",True
Can't be any worse. I am waiting for 2.5 hours and yet to receive my order. I have called Customer care 3 times and it's like they were in a loop and gave me the same feedback each time.,True
I just ordered from rush burger first time they made us wait for 50 mins then they called us and cancelled the order bcuz of bad weather also after that time we ordered it again and then they again accepted it made us wait 1 hour then they are again saying can't come due to bad weather called service of foodi can't help anything they are literally the worse app I have ever used they are again cancelling the order wasted out 3 hours plz nobody use it this is the worst app of the world,True
this app is very worthy . Though a few restaurants demand around 60 taka delivery charge and it's too much because most of the restaurants in my ordering list are almost walking distance from my home or 20-30 talk rickshaw fair. that's the only thing I don't like about Foodi. otherwise I love it.,True
"Very bad experience !! Delivery man repeatedly called me for directions despite clear instructions and correct address on the app. It seems like they don't even look at the details provided. Arrived late with no apology or explanation. Just a quick handover and a rush to leave. My food was handled carelessly. I have received orders where liquids have been spilled and food has clearly been moved around, indicating a lack of care during transport. Delivery man's behavior is very poor and lack of",True
Price was it is more affordable...but Why only a few Restaurants are available??? And Why The Tracking Order system is Very Poor???? It always takes more time than estimated.. Even Tracking rider/ Map is also Worst!,True
Scam . Don't use,True
"I ordered food and was showing 20-22 minutes. After 1 hour, I called the restaurant, they said that the food is ready but none from the app has arrived!!! I called the customer care, they told me, ""LET ME DISCUSS WITH THEM""! Its 2 hours, when I got the food, cold and shattered by careless carrying! It is my first experience!!! and of course the Last!",True
"So far, I love the app. Easy to order with reasonable pricing structure. But I am facing 1 issue, I am unable to view reviews in a restaurant. All the other options around work nicely but review button dont work. Please fix that.",True
"Very disappointed! I ordered 2 Kacchi biryanis today through Foodie, but they delivered only 1. Still, they charged me for both! I only found out after bringing the food home. This kind of cheating is unacceptable. Beware before ordering—poor service and no accountability!",True
"Don't even bother to download. bad customer care and non existent delivery services. I wish Google had 0 stars or less. Not many restaurants available, the ones available, if you try to place an order, it does not process. Ordered an iced drink to order, The rider delivered after 1 hour of pick up which turned the drink hot with no ice. gave them few order to be fair before the feedback but every time worse service. total time is around 1hr 30 min but rider always takes 1 hour to deliver!!!",True
"very bad customer service, late delivery each time",True
delivery service is very poor..,True
worst service,True
"management, if you are reading this, please shut down the business. there is no hope from this point, start looking for other ventures or maybe invest in other startups instead of wasting everyones time with a bad product",True
"Ordered two khichuris from Foodi. One was fine, but other had no chicken or gravy just plain khichuri. Reported it with a photo as told, but no response even after 2 hours. Couldn't review on app, so posting here. Very disappointing. In my opinion this app doesn't deserve to exist since Foodpanda is there In Foodpanda they have very good customer service They Solve the issue within moments But this app is totally bad on customer service Not recommended at all Worst experience I've had.",True
Worst Experience Ever!!too much delay!,True
"We should boycott this app. This local app is worst. It's actually not about this app but the riders, agents & their lack in system & everything!",True
"terrible customer support, takes ages to reply. refund policy is a myth and u can't use vouchers.",True
"The is Very slow,needs lots of improvement",True
They have one of the shttiest customer service and app for food delivery,True
Worst food delivery app ever. They give multiple order to same riders so the food take 80-90min to reach. Never using the platform again,True
I can't order from restaurants near me what's the point of this app? 😂😂😂,True
"This is the worst app for ordering food. It took 2 hours to deliver the food. Many of the delivery men are so dumb and illiterate that they can not even follow a simple map that would lead to the customer. After 6 call sessions, I still could not get him to my location. Then, I had to share my live location on WhatsApp. This app has glitches, too. Whenever I have tried to write my exact address, the app has not supported it.",True
I ordered 7 times from the same restaurant and got wrong item 3 times 😂. I reached out customer care and they didn't respond properly.,True
continuous ads and notifications. no option to even turn that off. service are not good.,True
recently you Guy's Reduced every discount on Your application. you Guy's are worst player's. shame on you.,True
absolutely trash service. I ordered food 2 hours ago. the rider does not pick up the phone. i called customer care three times. they assured me the order was going to be fulfilled. then they suddenly cancelled the order. just delete this app and download anything else. everything is better than this stupid service. i haven’t even got my money back yet.,True
"I have been using Foodi since the beginning. I really liked in some selected restaurants there are discounts that Foodpanda doesn't give. But sadly I have to say, I will no longer use Foodi as their customer service is rubbish. I got a melted cake and given picture to the customer support. 3 days passed but no response from Foodi. If this happened with Foodpanda, they would have refunded me instantly. -10 Star for Foodi.",True
Worst customer service and extremely laggy app. I misclicked place order while I was trying to make the app work as it was very laggy. Then I contacted their customer support right away as there is supposed to be an interval before the restaurant starts making the food during which the order can be cancelled (Keep in mind I called within seconds of misclicking) Still they did not cancel my order and I was forced to receive something that I did not even want to order.,True
Hidden charges in the name of VAT,True
their time management is very poor always late delivery...do not recommend,True
Delivery time is too long...better go for pathao food or foodpanda even if it cost you more money.,True
"Got wrong items or items missing several time and got no solution from helpline chat. Even once after some missing item issue, they promised to refund or send voucher of the missing amount, yet received none. Can't trust them anymore thus uninstalled the app.",True
They took Delivary Time is too long.,True
"Very very poor service. I ordered from two restaurants this morning and both orders got cancelled after keeping me awaiting for around an hour. They said restaurants were not taking orders due to May day, then why did they kept the restaurants open in their app. Unprofessional.",True
too slow to show restaurants. update your server,True
They Don't have any order cancellation policy. i mistakenly order as cash payment. within 1 minute i request for cancelation order. customers care said there is no cancelation policy and talking style wasn’t good. i said i will order again via card payment. they didn’t anything. Finally they thread me and they will block my account. To bad service overalls.,True
Really bad food delivery service.,True
You know how these food delivery app services can save costs? Just keeps bots in their customer service instead of a Customer Service Personnel. Because both just copy paste the same script repeatedly instead of honestly saying that the resurant I ordered from closed 1.5 hrs ago and they made me wait 2 hrs for nothing.,True
to much delivery fee!,True
"I used to love Foodi, but now it’s a total disaster. Customer service is useless, and the delivery guys? Straight-up rude. I waited two hours just for someone to pick up the phone. Last time, the guy actually said, “Ekhon order disen keno? Ami khaitesi.” Seriously? What kind of unprofessional nonsense is that? Feels like I’m dealing with thugs, not delivery men. If I could, I’d rate them zero.",True
Very bad experience.,True
"Never delivers on time, never makes sure your food is right. You can never get support even if something goes wrong.",True
"Worst food delivery app. Unprofessional rider, Unprofessional customer care service. use foodpanda, pathao food instead.",True
"terrible service! I was too tiered after getting home and ordered from a restaurant thats like 10 mins away from my home, seeing that delivery time will be 19 minues. it has been two whole hours and it says the rider is still 8 minues away. has been saying this for the entirety of the time. I'm not even hungry anymore! Uninstalling rn I should have ordered on foodpanda",True
