content,is_english
"They serve dog meat then after getting caught they try to convince the customer. Now it's viral on social media. So as a Muslim, avoid them...thn cook at your home.",True
"They sell foods with dog & cats meat. They say mutton, but actually, it is with dog & cat meat. Boycotting this restaurant.",True
It doesn't work! Worst,True
Response is too bad,True
Can't login. OTP service not available,True
I think they should stop their online service . Worstest service ever,True
There service is the worst ever. Waited 3+ hour Still didn't get delivery. Every time I call them told me to wait 10 min but still don't get delivery. They don't even pick the call. This is the worst app ever,True
Too much crashes and bugs.app not responding and close all time,True
"dont order throught the app. they cant deliver. waited for 2 hrs, i called them over and over they said the food is with rider but after 2hrs they say rider does not have a phone and cancelled the order. what kind of excuse is that. disgusted",True
Very slow service. Not recommend other. Go to the restaurant and enjoy your meal. Don't use order through this apps.,True
real bad,True
Coupon doesn't work,True
"Worst app ever,didn't work otp & I can't input my address. Not recommend at all",True
Worst service ever. Waiting for 3+ hours. Still didn't get delivery. I have called more 10 times after placing the order. Each time they said please wait 10 more minutes.,True
There service time is not good. They take 3-4 hours to deliver your food after order.,True
Worst service ever. Never use this app to order food. Instead oder from food panda or anywhere else.,True
I ordered about 7.00 clock they told i got my parcel at 9.00 but didnt get it after one hour late.Their service was the worst among all.,True
Aap interface is not good,True
I've ordered in the app today and my order no. was #51668. The food and meat quality was horrible and I got a chicken piece in their kacchi bashmati. That means they are mixing chicken with mutton. The mutton pieces were mostly full of bones. It was a horrible food experience...,True
Third class app with third class service. Just go back to using food panda ffs,True
"Very poor app and service. Delivery can't be tracked, no variety in options, exceessive late delivery (took 1 hr 55 minutes after order confirmation) and the contact person in the desk who confirms orders (a lady) is a pure liar.",True
"Late late late ,, 4 hours late",True
Very disappointing experience placed order but didn’t get confirmation.,True
"Latest update ruined the app, atleast it worked before, but now the app is totally useless.",True
Waste apps ever I had use,True
Cant use the app. App keeps on saying update app new version available. But when i chcked theres no new version. Very bad. If i could i would give zero rating,True
It doesn't work at all.,True
Why aren't you delivering in my area (Mugda). As u have dedicated delivery service u should deliver to all the places in Dhaka. Bad decision. Please review it,True
"3rd class, and price is not fare",True
I just order the food from this app but they can not deliver the food just because of the delivery man doesn't want to deliver the food in this place.,True
"Worst app ever...never order using the app.. The will not accept order. You need to call them again and again to confirm order... I ordered a n hour ago..Called them more than 10 times....Now, hoping that it waill arrive",True
"Horrible user experience! What is this? Who developed it? I guess, my kid can build better app than this! Is it the real Sultan's dine app??",True
"I can rate 5 star regarding the quality of food but 1 star to this app for worst user interface and bugs ever experienced. So, please invest some money before giving offers to promote this BUG",True
Apps not updated with latest menu. Or they said wrong after the order confirmed.,True
Lmao. This app doesn’t even work. I'll rather use foodpanda to order. The heck is wrong with server. If you aren’t capable of a working server then don't even think of launching a app,True
Delivery charge huge,True
This app doesn’t work at all. No option to order.,True
Very bad experience.There is no discount and the system is very poor. Foodpanda is very far better than it. Very bad app,True
Disgusting user experience,True
"Not getting OTP, Unable to register.",True
Worst experience,True
Worst!Worst!!Worst!!!,True
"Their service is too bad, and their rider talked arrogantly today. Too bad for any food service. The app doesn’t render in real time.",True
Non responsive,True
Horrendous! Absolutely terrible.,True
Worst....cant log in,True
Disgusting App. Sign Up sign In Not Working Properly,True
Food quality day by day going to bad.,True
"One word - horrendous! Inresponsive app, inresponsive server, and inresponsive managers. YOU need to call to confirm YOUR order, not them! And takes a lot of time to deliver... enough is enough, I will use foodpanda/pathao next time.",True
The woman taking order over phone in gulshan outlet is a mannerless stupid. She doesn’t know how to behave with customers. 0% professionalism and doesn’t care about commitment.,True
Garbage,True
Not responding when I want to order,True
"Gave pre-order a day before, but there was not a single feedback and in the end, there was no delivery. Even if you are not accepting it, you should at least cancel the order or let us do it. This was so unconvenient!",True
"The app experience itself, as an user is very bad. The overall system has lots of bugs here and there. The delivery time estimation is ridiculous (like it is showing me 7 mins for more than 40 mins). Disappointing experience.",True
Very bad service.. They have no respect for customer's time,True
This app is not user friendly.even can't select any items to purchase,True
You really need to work on it. All the options aren’t even available.,True
"This app is horrible. I tried to order food several times but every time after placing the order it says ""something went wrong"" and cancel the order. Need to fix this problem as soon as possible.",True
Poor UI.. Not user friendly,True
This app is too good. But they did a wrong thing &that was they didn't give full parcel which I ordered.. They gave me less then they said..,True
Very poor,True
"There's good service, there's bad service and then there's Sultan’s dine service otherwise known as no service. The app makes you wait like you're there to collect relief for you and your family. They made me and my guests wait for 3 hours and didn’t even deliver the food. Made up stories about delivering it to another customer with the same name as mine. Absolute waste.",True
Very poor,True
WORST SERVICE EVER,True
"I had horrible experience with sultan's dine and its app. they dont have any professionalism. i ordered food through their app. later i call them to confirm my order. they confirmed my order but didn't deliver food. when i called them they said their item is sold. They are not at all reliable with their delivery of food. Disgusting, careless, pathetic delivery service.",True
Very slow response. I have ordererd more than one hour before and it still showing waiting for the restaurent to accept the order and i called to their hotline and nobody pikced up. Waste of time.,True
I cannot set my address. I cant even write the address 😡,True
No response to send otp,True
Horrible service. I took 4 house to deliver my food. I ordered at 4pm and got that at 8.20 pm.,True
I can't select my address. This app has a problem. There aren't any address writing options. And it didn't select address in the map.,True
I ordered food on 3.51 Today. I am waiting . If they can't deliver before iftat I will personally share this to Vokta Odhikar.,True
Worst app I have ever used. Their service is also horrible.,True
This app is not working.,True
"The app is not user friendly. Got response with much delay. Even if you are able to request through app, the request doesn't show up instead an old requests which has not been attended by them previously (its been more than a month) shows up in In Process stage. They must give some serious attention into this app & services for better customer experience.",True
Can't sign in myself. Shows network error every time I try,True
No response...,True
Timing is soo bad it took then like 8 hours for 3 kacchis to deliver and even they got the order wrong we ordered finni and got jorda,True
Useless in a word,True
Horrible customer service. They don't follow definite timeline for delivering. It takes around 3-4 hours. They don't even let the customer know about the delay.,True
Worst app ever. No one will notice about order. I called several times after ordered through ds app . But they didn't help. Totally horrible services. Not acceptable from sutan dine.... sorry to say,True
Worst ever. It takes 3 hours but still didnt deliver. Dont know how much time they needed.,True
Very bad.,True
Horrible service !! Food was due before iftar. Iftar time passed and it's been 4 hours plus still didn't receive the food.,True
Worst food delivery app I've ever seen.,True
My bad..... Worst service... No one contact with me about my order even they do not delivery my order 😡😡,True
"Don’t' download Can not place order, all time shows something went wrong",True
So much bad experience. I have a order before 2:30 hours ago but I don’t get my food.No one order by using this app. Horrible app.Please avoid to use this app,True
Worst experience ever,True
Worst app ever!!! It can not identify my location & whenever I write my address manually it doesn’t accept that either. Upset!!,True
Can not use bkash. Please fix it.,True
They Don't accept order,True
This app is not working. Whenever I open the app no option is working. One of the worst app ever I have seen.,True
very bad service. Late delivery. Very bad service,True
Just poor service,True
Worse experience too slow application with worse order process too slow response. One of the worse app ever,True
not good.,True
Horrible app. Doesn't even work properly. Everything crashes and there's no feasible output.,True
"Didn't expect this awful app from one of reknowned restaurants like sultan's dine. Hopefully, you'll develop better app like you try to make your food better.",True
"I think they have uploaded the app without testing. Can't use anything. I don’t know how it got 2.3 rating!! It should get 1 out of 5. Irresponsible step from Sultan's, you folks are playing with your positive reputation.",True
Worst! It doesn’t work perfectly. Fix them first and then make it available on the playstore,True
Never had this kinda service in my life. Worst of all services. It took almost 3 hours to deliver a food. Who would use this app second time!,True
Disgusting app. I have just spoiled my mood.,True
Doesn't send otp to verify let alone order anything,True
I didn't get this type of poor services from anywhere. Oh my god. They have very poor service. I can't explain it the level of lowerity.,True
"Disgusting, I've tried to sign up, but didn't received OTP. And continuously coming error messege that ""The sms quota for this project has been exceeded""",True
OTP quota full for this project message annoys very much,True
"Horrible experience, the food is 3 hour late and i am still waiting. Pathetic",True
This app is not able to address my location & also not appecting my order. Useless,True
"Horrible. The worst app I have ever tried to use. It seemed to me a maze where there is only beginning but no ending, meaning after a while you will come back the same point you started from with no visible result what ultimately will be resulted in frustration. Just wastage of your few minutes and effort.",True
Poor delivery,True
"Very bad experience, address can not accepted in your apps. It's totally horrible situation.",True
App doesn't work properly It was wanting the address on map by touching tge place on map...but I couldn't do it .... Because of app problem... Foodpanda is better than their app service,True
"Awful app. I have placed an over and hour ago, neither it cancels by itself after a certain time nor it has option to cancel.. for over an hour it says 'waiting for restaurant to accept the order'",True
"This app is not useful at all. Or at least, It isn't user friendly. I really love sultan's dine kacchi but I would prefer foodpanda from next onwards.",True
Worst ever delivery service.. It takes 30 min to accept order & 2 hours to delivery.. You are going to face really bad experience if you are ordering with this app,True
Took almost four hours to deliver 🤣,True
This app is not user friendly! I Don't like it,True
The creator and the restaurant authority such a bustard. 🤬,True
"Broken app, wasted my time",True
"Too bad experience. Half an hour went on aftet I had ordered through this app, they didn't either accept or cancel the order. Then I went physically there since it was close to my home and they replied me that the item wasn't available. I don't understand why they didn't inform me that via mobile. Very poor experience.",True
App Looks And Feel Are Below Average Standard......... Have Some Minor Bugs.......... Worst Part Is They Didn’t Check The Orders Placed In The App....... I Had To Call Them To Accept My Order In Their Branch Number.......... Not Recommended............ 👎🏼,True
"Very low quality app, doesn't respond",True
Worst apps! Nothing work properly. Disappointing,True
Very bad .. first no verification code ..few days later again use verification code came but when i press for order it says update your app .. but my app already update,True
Bad interface,True
This app's can't read my location & have network issue..,True
"Worst app ever. Whatever the name you put for registration, it shows "" already exists"". It's really Shame for a service like Sultan's Dine. Please re-evaluate or disable the app immediately",True
This is a scam.They don't deliver on time.Overrated app and food.,True
They don't accept the order. It only show wait for the restaurant to accept the order,True
Worst,True
Very bad,True
