content,is_english
Cheap and fake marketing... Never gonna install the app,True
Terrible app. Plz don’t order from here. You will suffer & lose your valuable time 😑,True
Totally fraud and disgusting app,True
"There are no bad apps like this anywhere, don't forget to install it",True
Worst app ever took more than 2 hours to even respond and didn't even receive my order. Foodpanda is thousands times better,True
They first accept the order and then show the excuse of lack of logistics and canceled my order. Very disappointing,True
Disgusting service,True
"Unimaginably bad service. They promised a 50% discount on Kacchi Bhai and did a heavy amount of promotion, but when the time came, the promo codes were totally useless. I still prefer Foodpanda cause they are better with their service even though they offer relatively less discounts. Leaving this app, and never coming back again ✌️",True
They need to improve their food delivery service. Every time they took way too longer time to deliver my food than the esmited time which is written on the app,True
"Disgraceful...this company tells everyone there is a discount but they try to hide the promo code.Come on,if you can't give discounts then stop these cheap marketing.Now look this app has a good UI but terrible marketing.",True
worst food platform ever. it took 2 hours for my foods to arrive. when i used the code delivery charge increases a lot. scam,True
Third class service.. waste of time. Falty,True
Its a most bad app i ever seen🤮,True
"Slow delivery, makes the food cold enough to not eidable",True
If I had the chance I would have given this 0 ratings.... It's the worst food delivering app in the world 🤮🤮,True
"I have never seen a more fake app than this. They will show like they are giving a lot of offers. But in actual , they don't give any offers. When you apply promo code , the delivery charge will automatically increase 😂 Jottohshob faltu app 😂",True
They are too much slow. If a restaurant can't serve the food in 35 mints then don't mention it! You guys take 30 mints more than the mention time.,True
Totally disgusting,True
Totally disgusting,True
Doesn’t work.. Your loss not mine.. Gonna go back to foodpanda,True
"Totally Bad Experience, App Not Working and I think it's a fraud company",True
It's fake app. Don’t use it. A scam to hijack money. Be careful. Contact no is also fake.,True
"Absolutely horrible application. The cart doesn't load regardless of what I order. It cannot pinpoint my location correctly either. I eventually deleted the cache and data, so I can start from the beginning again. Upon restarting the application, it failed to verify my number - thus locking me out of the app. Here's an advice, if you've disconnected the backend server, kindly notify the customers. Save our time! Undoubtedly the worst delivery service application I've stumbled upon.",True
Couldn’t even sign up.,True
"Very bad, when you can't deliver, then why you show those restaurants?? Very disappointed service",True
Lot of bugs. Server is to much slow. I can not even see anything or any restaurant.,True
"Every time i try order on COD, app asks for 100 tk advance. And then there is no payment option for advanced payment or digital payment.",True
Just another food delivery service trying to make a quick buck.,True
The app is beautiful but there is a bug in the moment which is when I get the OTP I can not write the OTP because there is no keyboard coming out,True
Very disappointing Already send 30+times OTP request towards phone But don't get OTP for sign up.,True
Very bad. no have any deal any restaurant,True
Doesn't deliver in my area even though customer care say they did 🙃,True
Very worst...,True
Gives a lot of unnecessary push notifications along the day. Absolutely garbage marketing.,True
worst,True
"Worst app Experience,Cheap delivery service",True
"This app is a scam. That 50% discount doesn't works at all. Even if you order more than the bare minimum to use this coupon, you only get 80 tk discount. That's it.",True
Bad experience,True
Food delivery person doesn't even know to use Google maps. Just a single burger took 1Hour 30mins to deliver.......,True
true example of a worst app... Their vouchers doesn't work in any restaurants.Literally one of the worst food delivery app I ever used.,True
"Actually I think they cheat indirectly to customer.2 days ago,my friend ordered some food by it.they delivered food with high discount.discount encourages people to make order and save money.but due to discount,they intentionally downgrade food quality.Likewise,in pabulum BBQ Burger,i got a little amount patty which can be compared to a burger with no patty.sauce was given too much with slight amount of cheese.where food panda did struggle to give discount in crisis,how khaodao could give it??",True
Had to wait like 40 mins with hungry stomach and then they cancelled order!,True
"Very bad service, food delivered after 2 hours and cold food, I have never seen such bad service in my life...😥",True
"You should change the title into ""Mirpur Food app"" 😡 waste of time",True
"Worst app, don't try it.",True
The delivery experience was good. But i don't know why but the app keep crashing and don't open. Please fix this,True
Very bad experience. Does not work properly. Rejects order. Just a scam to increase app download.,True
Tried All day long but the same message telling Delivery service is unavailable because of capacity issue.,True
Very very limited choice of restaurants,True
Ordered two pizza but got one and also would recommend to do a contactless order system need to improve a lot and not really recommend,True
Very bad experience with this app,True
Very bad service. I order food at 8:21 PM and food was delivered in 10:15 PM. I am not going to use it anymore & i encourage people not to use this app. One of the worsts app i ever use 🖕,True
I have not seen any worse food delivery than this. Terrible user interface and experience,True
Not good,True
They need to work on it a lot to be able to survive in the market. It's not that great compared to its competitors.,True
I Couldn't get the OTP at any cost,True
I am not able to login with my mobile number because I didn't get the OTP code,True
Needs lots of development. App is full of bugs and it is really slow.,True
"If I click on to any restaurant, it's getting crashed . Also not loading any takeout/dine in option-showing something is wrong alert .",True
